Id,Name,2026-08-01 19:46:41,2026-08-02 07:05:35,2026-08-02 19:47:21,2026-08-03 07:02:14,2026-08-03 21:33:39,2026-08-04 07:14:58,2026-08-04 20:32:22,2026-08-05 07:20:16,2026-08-05 20:27:47,2026-08-06 07:18:20,2026-08-06 20:30:52,2026-08-07 10:04:03,2026-08-07 19:07:34,2026-08-08 06:47:49,2026-08-08 18:46:21,2026-08-09 06:38:32,2026-08-09 18:48:34
89607479,AMD EPYC 4584PX (라파엘),"멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620","멀티팩 정품_814,620"
92678627,AMD EPYC 4585PX (그라도),"멀티팩 정품_877,540","멀티팩 정품_877,510","멀티팩 정품_877,430","멀티팩 정품_877,410","멀티팩 정품_877,310","멀티팩 정품_877,300","멀티팩 정품_879,880","멀티팩 정품_879,880","멀티팩 정품_879,880","멀티팩 정품_879,980","멀티팩 정품_878,970","멀티팩 정품_878,910","멀티팩 정품_878,870","멀티팩 정품_878,850","멀티팩 정품_878,800","멀티팩 정품_878,780","멀티팩 정품_878,690"
9736752,AMD EPYC 7302 (롬),"정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000","정품_700,000",0,0,0,0,0
9736764,AMD EPYC 7302P (롬),"정품_1,038,360","정품_1,038,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99127040,AMD EPYC 7313P (밀라노),0,0,0,0,0,0,0,0,0,0,0,0,0,0,"벌크 병행_1,350,000","벌크 병행_1,350,000","벌크 병행_1,350,000"
4143917,AMD FX 8300 (비쉐라),"중고_18,780","중고_18,780","중고_18,780","중고_18,780",0,0,0,0,0,0,0,0,0,0,0,0,0
11035590,AMD 라이젠 스레드리퍼 1900X (화이트헤븐),"해외구매_1,351,930","해외구매_1,351,930","해외구매_1,339,000","해외구매_1,339,000","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560","해외구매_1,337,560"
5565155,AMD 라이젠 스레드리퍼 1920X (화이트헤븐),"해외구매_205,390","해외구매_205,390","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420","해외구매_203,420"
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),"해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570","해외구매_587,570"
10946196,AMD 라이젠 스레드리퍼 2920X (콜팩스),"해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300","해외구매_755,300"
11036559,AMD 라이젠 스레드리퍼 2950X (콜팩스),"해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_915,510","해외구매_878,900","해외구매_878,900","해외구매_878,900","해외구매_878,900","해외구매_878,900","해외구매_878,900"
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),"해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000","해외구매_2,350,000"
11035740,AMD 라이젠 스레드리퍼 2990WX (콜팩스),"해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460","해외구매_1,304,460"
11035356,AMD 라이젠 스레드리퍼 3960X (캐슬 픽),"해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100","해외구매_1,013,100"
14079716,AMD 라이젠 스레드리퍼 3970X (캐슬 픽),"해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050","해외구매_2,655,050"
30131825,AMD 라이젠 스레드리퍼 7960X (스톰 픽),"_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000","_정품_1,935,280|_멀티팩 정품_1,899,000"
30131816,AMD 라이젠 스레드리퍼 7970X (스톰 픽),"_정품_3,667,030|_멀티팩 정품_3,498,610","_정품_3,667,030|_멀티팩 정품_3,498,610","_정품_3,667,030|_멀티팩 정품_3,498,530","_정품_3,667,030|_멀티팩 정품_3,498,510","_정품_3,400,000|_멀티팩 정품_3,498,430","_정품_3,400,000|_멀티팩 정품_3,498,410","_정품_3,400,000|_멀티팩 정품_3,498,320","_정품_3,400,000|_멀티팩 정품_3,498,290","_정품_3,400,000|_멀티팩 정품_3,498,290","_정품_3,690,000|_멀티팩 정품_3,498,290","_정품_3,690,000|_멀티팩 정품_3,498,200","_정품_3,690,000|_멀티팩 정품_3,498,170","_정품_3,690,000|_멀티팩 정품_3,498,170","_정품_3,690,000|_멀티팩 정품_3,498,170","_정품_3,690,000|_멀티팩 정품_3,498,090","_정품_3,690,000|_멀티팩 정품_3,498,050","_정품_3,690,000|_멀티팩 정품_3,498,050"
30131798,AMD 라이젠 스레드리퍼 7980X (스톰 픽),"_정품_6,919,720|_멀티팩 정품_6,841,790","_정품_6,919,680|_멀티팩 정품_6,841,790","_정품_6,919,680|_멀티팩 정품_6,841,790","_정품_6,919,680|_멀티팩 정품_6,841,790","_정품_6,919,580|_멀티팩 정품_6,841,790","_정품_6,919,570|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790","_정품_6,919,990|_멀티팩 정품_6,841,790"
94932623,AMD 라이젠 스레드리퍼 9960X (시마다 픽),"멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760","멀티팩 정품_2,328,760"
94932554,AMD 라이젠 스레드리퍼 9970X (시마다 픽),"멀티팩 정품_3,855,610","멀티팩 정품_3,855,590","멀티팩 정품_3,855,520","멀티팩 정품_3,855,490","멀티팩 정품_3,855,410","멀티팩 정품_3,855,400","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980","멀티팩 정품_3,889,980"
94932239,AMD 라이젠 스레드리퍼 9980X (시마다 픽),"멀티팩 정품_7,749,880","멀티팩 정품_7,749,860","멀티팩 정품_7,749,770","멀티팩 정품_7,749,740","멀티팩 정품_7,749,650","멀티팩 정품_7,749,630","멀티팩 정품_7,749,630","멀티팩 정품_7,749,630","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990","멀티팩 정품_7,749,990"
13491257,AMD 라이젠 스레드리퍼 PRO 3955WX (캐슬 픽-W),"_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000","_정품_902,850|_해외구매_909,000"
18614342,AMD 라이젠 스레드리퍼 PRO 3975WX (캐슬 픽-W),"_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,180,800|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000","_벌크 병행_2,227,200|_해외구매_1,306,900|중고_1,490,000"
18000296,AMD 라이젠 스레드리퍼 PRO 3995WX (캐슬 픽-W),"해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000","해외구매_12,500,000"
18055820,AMD 라이젠 스레드리퍼 PRO 5955WX (샤갈 프로),"_정품_1,625,680|_벌크 병행_1,504,750|해외구매_2,236,000","_정품_1,625,650|_벌크 병행_1,504,710|해외구매_2,236,000","_정품_1,625,650|_벌크 병행_1,504,710|해외구매_2,236,000","_정품_1,625,650|_벌크 병행_1,504,710|해외구매_2,236,000","_정품_1,625,550|_벌크 병행_1,504,610|해외구매_2,236,000","_정품_1,625,530|_벌크 병행_1,504,580|해외구매_2,236,000","_정품_1,625,530|_벌크 병행_1,504,490|해외구매_2,236,000","_정품_1,625,530|_벌크 병행_1,504,470|해외구매_2,236,000","_정품_1,625,430|_벌크 병행_1,504,370|해외구매_2,236,000","_정품_1,625,410|_벌크 병행_1,504,350|해외구매_2,236,000","_정품_1,625,410|_벌크 병행_1,504,250|해외구매_2,236,000","_정품_1,625,380|_벌크 병행_1,504,200|해외구매_2,236,000","_정품_1,625,320|_벌크 병행_1,504,140|해외구매_2,236,000","_정품_1,625,290|_벌크 병행_1,504,110|해외구매_2,236,000","_정품_1,625,290|_벌크 병행_1,504,030|해외구매_2,236,000","_정품_1,625,290|_벌크 병행_1,503,990|해외구매_2,236,000","_정품_1,625,210|_벌크 병행_1,503,910|해외구매_2,236,000"
17570816,AMD 라이젠 스레드리퍼 PRO 5965WX (샤갈 프로),"정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000","정품_2,100,000"
20685467,AMD 라이젠 스레드리퍼 PRO 5975WX (샤갈 프로),"멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000","멀티팩 정품_3,114,000|_정품_3,051,750|_해외구매_5,578,000"
17570783,AMD 라이젠 스레드리퍼 PRO 5995WX (샤갈 프로),"정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300","정품_7,074,300"
72674036,AMD 라이젠 스레드리퍼 PRO 7955WX (스톰 픽),"_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540","_멀티팩 정품_4,023,000|_정품_2,902,540"
30143039,AMD 라이젠 스레드리퍼 PRO 7965WX (스톰 픽),"멀티팩 정품_4,232,290","멀티팩 정품_4,232,280","멀티팩 정품_4,232,200","멀티팩 정품_4,232,170","멀티팩 정품_4,232,170","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160","멀티팩 정품_4,232,160"
30143105,AMD 라이젠 스레드리퍼 PRO 7975WX (스톰 픽),"_멀티팩 정품_6,089,840|_해외구매_9,200,000","_멀티팩 정품_6,089,800|_해외구매_9,200,000","_멀티팩 정품_6,089,800|_해외구매_9,200,000","_멀티팩 정품_6,089,800|_해외구매_9,200,000","_멀티팩 정품_6,089,700|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000","_멀티팩 정품_6,089,670|_해외구매_9,200,000"
30143060,AMD 라이젠 스레드리퍼 PRO 7985WX (스톰 픽),"_멀티팩 정품_9,862,320|_정품_10,050,000","_멀티팩 정품_9,862,300|_정품_10,050,000","_멀티팩 정품_9,862,210|_정품_10,050,000","_멀티팩 정품_9,862,180|_정품_10,050,000","_멀티팩 정품_9,862,180|_정품_10,050,000","_멀티팩 정품_9,862,180|_정품_10,050,000","_멀티팩 정품_9,862,080|_정품_10,050,000","_멀티팩 정품_9,862,060|_정품_10,050,000","_멀티팩 정품_9,861,960|_정품_10,050,000","_멀티팩 정품_9,861,930|_정품_10,050,000","_멀티팩 정품_9,889,490|_정품_10,050,000","_멀티팩 정품_9,882,490|_정품_10,050,000","_멀티팩 정품_9,875,490|_정품_10,050,000","_멀티팩 정품_9,899,990|_정품_10,050,000","_멀티팩 정품_9,864,990|_정품_10,050,000","_멀티팩 정품_9,861,490|_정품_10,050,000","_멀티팩 정품_9,878,990|_정품_10,050,000"
30142979,AMD 라이젠 스레드리퍼 PRO 7995WX (스톰 픽),"_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300","_멀티팩 정품_14,142,380|_정품_14,000,000|해외구매_13,551,300"
94691237,AMD 라이젠 스레드리퍼 PRO 9955WX (시마다 픽),"멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390","멀티팩 정품_2,593,390"
94690922,AMD 라이젠 스레드리퍼 PRO 9965WX (시마다 픽),"멀티팩 정품_4,519,390","멀티팩 정품_4,518,890","멀티팩 정품_4,516,920","멀티팩 정품_4,516,410","멀티팩 정품_4,514,440","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950","멀티팩 정품_4,513,950"
94690814,AMD 라이젠 스레드리퍼 PRO 9975WX (시마다 픽),"멀티팩 정품_6,496,710","멀티팩 정품_6,496,690","멀티팩 정품_6,496,620","멀티팩 정품_6,496,590","멀티팩 정품_6,496,590","멀티팩 정품_6,496,590","멀티팩 정품_6,496,510","멀티팩 정품_6,496,490","멀티팩 정품_6,496,410","멀티팩 정품_6,496,390","멀티팩 정품_6,496,360","멀티팩 정품_6,496,980","멀티팩 정품_6,496,980","멀티팩 정품_6,496,980","멀티팩 정품_6,496,980","멀티팩 정품_6,496,980","멀티팩 정품_6,496,980"
94690649,AMD 라이젠 스레드리퍼 PRO 9985WX (시마다 픽),"멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990","멀티팩 정품_12,299,990"
94690457,AMD 라이젠 스레드리퍼 PRO 9995WX (시마다 픽),"멀티팩 정품_18,377,020","멀티팩 정품_18,375,000","멀티팩 정품_18,368,970","멀티팩 정품_18,366,940","멀티팩 정품_18,360,920","멀티팩 정품_18,362,900","멀티팩 정품_18,360,820","멀티팩 정품_18,360,780","멀티팩 정품_18,360,690","멀티팩 정품_18,360,670","멀티팩 정품_18,360,570","멀티팩 정품_18,360,520","멀티팩 정품_18,360,460","멀티팩 정품_18,360,430","멀티팩 정품_18,360,350","멀티팩 정품_18,360,310","멀티팩 정품_18,360,230"
18704354,AMD 라이젠3 PRO 4350G (르누아르),"중고_101,250","중고_101,250","중고_101,250","중고_101,250","중고_101,250","중고_101,250","중고_101,250","중고_101,250","중고_101,250","중고_105,750","중고_108,000","중고_108,000","중고_108,000","중고_108,000","중고_108,000","중고_108,000","중고_108,000"
11022333,AMD 라이젠3-1세대 2200G (레이븐 릿지),"_해외구매_48,300|_중고_23,540","_해외구매_48,300|_중고_23,510","_해외구매_48,300|_중고_23,510","_해외구매_48,300|_중고_23,500","_해외구매_48,300|_중고_23,500","_해외구매_48,300|_중고_23,510","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690","_해외구매_48,300|_중고_23,690"
12401438,AMD 라이젠3-2세대 3200G (피카소),"_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_89,000|정품_87,700|_해외구매_73,450|중고_61,920","_멀티팩 정품_92,300|_정품_87,700|해외구매_73,450|중고_61,920","_멀티팩 정품_92,300|_정품_87,700|해외구매_73,450|중고_62,990","_멀티팩 정품_92,300|정품_87,700|_해외구매_71,870|중고_62,990","_멀티팩 정품_91,840|정품_87,700|_해외구매_71,860|중고_62,990","_멀티팩 정품_91,800|정품_87,700|_해외구매_71,660|중고_62,990","_멀티팩 정품_91,800|정품_87,700|_해외구매_71,650|중고_62,990","_멀티팩 정품_91,800|정품_87,700|_해외구매_71,650|중고_62,990","_멀티팩 정품_91,800|정품_87,700|_해외구매_71,650|중고_62,990","_멀티팩 정품_91,800|정품_87,700|_해외구매_71,650|중고_62,990"
12200864,AMD 라이젠3-3세대 3100 (마티스),0,"해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400","해외구매_283,400"
12625094,AMD 라이젠3-3세대 3300X (마티스),"_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_50,670","_멀티팩 정품_270,000|_해외구매_95,600|중고_52,930","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050","_멀티팩 정품_270,000|_해외구매_95,600|중고_54,050"
